time,high
1346,1.13024
1347,1.12975
1348,1.12906
1349,1.12964
1350,1.13014
1351,1.1292
1352,1.12835
1353,1.12732
1354,1.1274
1355,1.1274
1356,1.1282
1357,1.12832
1358,1.1288
1359,1.12898
1360,1.12871
1361,1.129
1362,1.1294
1363,1.12871
1364,1.1279
1365,1.12761
1366,1.12753
1367,1.1275
1368,1.12715
1369,1.12764
1370,1.12853
1371,1.13
1372,1.1311
1373,1.13096
1374,1.1315
1375,1.13201
1376,1.1324
1377,1.13423
1378,1.1332
1379,1.13306
1380,1.13327
1381,1.13388
1382,1.13384
1383,1.1331
1384,1.1329
1385,1.13401
1386,1.13421
1387,1.1342
1388,1.1341
1389,1.13403
1390,1.1342
1391,1.1341
1392,1.1339
1393,1.1329
1394,1.13212
1395,1.13306
1396,1.13295
1397,1.13261
1398,1.13133
1399,1.1309
1400,1.1328
1401,1.13215
1402,1.13368
1403,1.13378
1404,1.13356
1405,1.13353
1406,1.13352
1407,1.1331
1408,1.133
1409,1.13279
1410,1.1326
1411,1.13271
1412,1.13302
1413,1.13346
1414,1.13351
1415,1.13319
1416,1.13323
1417,1.13412
1418,1.1342
1419,1.1344
1420,1.13412
1421,1.13322
1422,1.13329
1423,1.1327
1424,1.1326
1425,1.13142
1426,1.1316
1427,1.1325
1428,1.1324
1429,1.1319
1430,1.1328
1431,1.13084
1432,1.13066
1433,1.13146
1434,1.13258
1435,1.13234
1436,1.1323
1437,1.132
1438,1.1324
1439,1.1326
1440,1.1319
1441,1.132
1442,1.1331
1443,1.13347
1444,1.1313
1445,1.13231
1446,1.1321
1447,1.13183
1448,1.13141
1449,1.1331
1450,1.13304
1451,1.13315
1452,1.13296
1453,1.133
1454,1.1328
1455,1.13304
1456,1.13283
1457,1.1331
1458,1.1331
1459,1.13311
1460,1.1332
1461,1.1327
1462,1.13265
1463,1.13271
1464,1.1329
1465,1.1329
1466,1.13273
1467,1.13308
1468,1.1331
1469,1.1333
1470,1.13332
1471,1.13335
1472,1.13325
1473,1.1323
1474,1.13081
1475,1.13204
1476,1.13209
1477,1.13104
1478,1.13032
1479,1.1312
1480,1.13141
1481,1.1317
1482,1.1315
1483,1.1314
1484,1.1312
1485,1.13073
1486,1.13093
1487,1.1307
1488,1.13073
1489,1.1306
1490,1.1303
1491,1.13009
1492,1.12876
1493,1.1289
1494,1.1303
1495,1.13031
1496,1.1322
1497,1.135
1498,1.13686
1499,1.13534
1500,1.1345
1501,1.13424
1502,1.13435
1503,1.135
1504,1.1352
1505,1.135
1506,1.136
1507,1.13598
1508,1.13514
1509,1.1347
1510,1.13474
1511,1.1338
1512,1.1333
1513,1.1327
1514,1.1324
1515,1.13179
1516,1.13076
1517,1.13173
1518,1.13258
1519,1.13444
1520,1.13436
1521,1.13382
1522,1.134
1523,1.13318
1524,1.13215
1525,1.13163
1526,1.13299
1527,1.13301
1528,1.13274
1529,1.1327
1530,1.1326
1531,1.1328
1532,1.13286
1533,1.1321
1534,1.13202
1535,1.1319
1536,1.1326
1537,1.13154
1538,1.1317
1539,1.13189
1540,1.13363
1541,1.13364
1542,1.13344
1543,1.13347
1544,1.13533
1545,1.1353
1546,1.13752
1547,1.13794
1548,1.13863
1549,1.13862
1550,1.1386
1551,1.1385
1552,1.1383
1553,1.1373
1554,1.13568
1555,1.1365
1556,1.1373
1557,1.1378
1558,1.13752
1559,1.13652
1560,1.13586
1561,1.13501
1562,1.1349
1563,1.1342
1564,1.13463
1565,1.13499
1566,1.1348
1567,1.13564
1568,1.13598
1569,1.13663
1570,1.13593
1571,1.13642
1572,1.13518
1573,1.13095
1574,1.12991
1575,1.12901
1576,1.12968
1577,1.12995
1578,1.13001
1579,1.13
1580,1.12984
1581,1.13023
1582,1.1307
1583,1.1309
1584,1.13095
1585,1.13043
1586,1.1306
1587,1.1306
1588,1.13071
1589,1.12942
1590,1.13004
1591,1.13082
1592,1.13055
1593,1.12963
1594,1.1284
1595,1.12899
1596,1.12881
1597,1.13225
1598,1.1316
1599,1.12961
1600,1.12943
1601,1.1293
1602,1.12898
1603,1.1288
1604,1.129
1605,1.12872
1606,1.12856
1607,1.1289
1608,1.12943
1609,1.1297
1610,1.1296
1611,1.12948
1612,1.13012
1613,1.13026
1614,1.1311
1615,1.13088
1616,1.13144
1617,1.1324
1618,1.13259
1619,1.13288
1620,1.13387
1621,1.13441
1622,1.13394
1623,1.13465
1624,1.13447
1625,1.13401
1626,1.13131
1627,1.13134
1628,1.1317
1629,1.13141
1630,1.13132
1631,1.13187
1632,1.13206
1633,1.1319
1634,1.13166
1635,1.13122
1636,1.13091
1637,1.12975
1638,1.13093
1639,1.13086
1640,1.1327
1641,1.13216
1642,1.13186
1643,1.13201
1644,1.1332
1645,1.13301
1646,1.13096
1647,1.13089
1648,1.1298
1649,1.13
1650,1.12939
1651,1.13
1652,1.1299
1653,1.1299
1654,1.12979
1655,1.1301
1656,1.1302
1657,1.1302
1658,1.13032
1659,1.1304
1660,1.13033
1661,1.13061
1662,1.1315
1663,1.13175
1664,1.13191
1665,1.13086
1666,1.13049
1667,1.13215
1668,1.1331
1669,1.13492
1670,1.13572
1671,1.13584
1672,1.13621
1673,1.1365
1674,1.1364
1675,1.1362
1676,1.13619
1677,1.136
1678,1.13504
1679,1.13522
1680,1.13592
1681,1.13599
1682,1.1358
1683,1.13564
1684,1.1352
1685,1.134
1686,1.1341
1687,1.13355
1688,1.13354
1689,1.13366
1690,1.1336
1691,1.13449
1692,1.13343
1693,1.13359
1694,1.13294
1695,1.13241
1696,1.12981
1697,1.13268
1698,1.13288
1699,1.13349
1700,1.13311
1701,1.1327
1702,1.133
1703,1.1331
1704,1.1329
1705,1.1333
1706,1.1335
1707,1.13416
1708,1.1344
1709,1.13425
1710,1.13413
1711,1.13443
1712,1.13435
1713,1.13444
1714,1.13516
1715,1.1352
1716,1.13391
1717,1.13435
1718,1.13421
1719,1.13385
1720,1.13303
1721,1.13452
1722,1.13684
1723,1.13634
1724,1.13686
1725,1.13752
1726,1.13694
1727,1.137
1728,1.13691
1729,1.1371
1730,1.1374
1731,1.13721
1732,1.13734
1733,1.1377
1734,1.13751
1735,1.1378
1736,1.13751
1737,1.13677
1738,1.1369
1739,1.13735
1740,1.13682
1741,1.13651
1742,1.13667
1743,1.1415
1744,1.1418
1745,1.14252
1746,1.1432
1747,1.14452
1748,1.14451
1749,1.1453
1750,1.14509
1751,1.14505
1752,1.1445
1753,1.1445
1754,1.14481
1755,1.1445
1756,1.1446
1757,1.14432
1758,1.14473
1759,1.14462
1760,1.1443
1761,1.14663
1762,1.14784
1763,1.14749
1764,1.14774
1765,1.14696
1766,1.14694
1767,1.14715
1768,1.14814
1769,1.14778
1770,1.14718
1771,1.14674
1772,1.14664
1773,1.14654
1774,1.14625
1775,1.14557
1776,1.14609
1777,1.146
1778,1.14589
1779,1.14682
1780,1.14713
1781,1.14757
1782,1.14766
1783,1.14828
1784,1.1481
1785,1.14721
1786,1.14745
1787,1.14691
1788,1.1461
1789,1.1459
1790,1.1456
1791,1.14551
1792,1.14498
1793,1.14424
1794,1.14358
1795,1.14142
1796,1.14113
1797,1.14177
1798,1.1418
1799,1.1417
1800,1.1415
1801,1.14062
1802,1.1418
1803,1.142
1804,1.14214
1805,1.14226
1806,1.14204
1807,1.14281
1808,1.14343
1809,1.14332
1810,1.14257
1811,1.14266
1812,1.14165
1813,1.14062
1814,1.14146
1815,1.1412
1816,1.141
1817,1.1416
1818,1.1414
1819,1.14082
1820,1.141
1821,1.14076
1822,1.1417
1823,1.1411
1824,1.14191
1825,1.1421
1826,1.14213
1827,1.1422
1828,1.1402
1829,1.1402
1830,1.1405
1831,1.1405
1832,1.1406
1833,1.14011
1834,1.13996
1835,1.13923
1836,1.1392
1837,1.13829
1838,1.13785
1839,1.13672
1840,1.13442
1841,1.13354
1842,1.13303
1843,1.1335
1844,1.13322
1845,1.1328
1846,1.1328
1847,1.13305
1848,1.133
1849,1.13298
1850,1.1328
1851,1.133
1852,1.13314
1853,1.13338
1854,1.13364
1855,1.13426
1856,1.13383
1857,1.13482
1858,1.13499
1859,1.13487
1860,1.13428
1861,1.13509
1862,1.1354
1863,1.13527
1864,1.13571
1865,1.13508
1866,1.1351
1867,1.13534
1868,1.1355
1869,1.13482
1870,1.1347
1871,1.1344
1872,1.1353
1873,1.13655
1874,1.1361
1875,1.13563
1876,1.13535
1877,1.1353
1878,1.13531
1879,1.13667
1880,1.13692
1881,1.13571
1882,1.13515
1883,1.13469
1884,1.13413
1885,1.13579
1886,1.13576
1887,1.13532
1888,1.13531
1889,1.13417
1890,1.13293
1891,1.13197
1892,1.13186
1893,1.13116
1894,1.1314
1895,1.1314
1896,1.13171
1897,1.1318
1898,1.13351
1899,1.13346
1900,1.1327
1901,1.1326
1902,1.1331
1903,1.13365
1904,1.13402
1905,1.13456
1906,1.13415
1907,1.13394
1908,1.13448
1909,1.13517
1910,1.136
1911,1.13533
1912,1.13532
1913,1.13499
1914,1.13491
1915,1.13466
1916,1.13451
1917,1.1346
1918,1.13454
1919,1.13415
1920,1.13383
1921,1.13424
1922,1.13444
1923,1.13407
1924,1.13393
1925,1.1338
1926,1.1334
1927,1.13313
1928,1.133
1929,1.13235
1930,1.13291
1931,1.13321
1932,1.13364
1933,1.13282
1934,1.1323
1935,1.1317
1936,1.1307
1937,1.13037
1938,1.13248
1939,1.13168
1940,1.13293
1941,1.13353
1942,1.13338
1943,1.13241
1944,1.1329
1945,1.133
1946,1.1329
1947,1.13241
1948,1.13235
1949,1.13184
1950,1.1314
1951,1.13165
1952,1.13141
1953,1.13112
1954,1.1316
1955,1.13158
1956,1.13003
1957,1.1291
1958,1.12833
1959,1.12782
1960,1.12802
1961,1.12808
1962,1.12812
1963,1.12868
1964,1.12891
1965,1.12976
1966,1.13049
1967,1.13069
1968,1.1305
1969,1.1304
1970,1.13057
1971,1.13059
1972,1.13052
1973,1.1311
1974,1.13094
1975,1.131
1976,1.1306
1977,1.13052
1978,1.13
1979,1.1301
1980,1.1293
1981,1.129
1982,1.1285
1983,1.12861
1984,1.12832
1985,1.12963
1986,1.12877
1987,1.12872
1988,1.12883
1989,1.1295
1990,1.1301
1991,1.12547
1992,1.1244
1993,1.1243
1994,1.12426
1995,1.12433
1996,1.12347
1997,1.1234
1998,1.12283
1999,1.1227
2000,1.12222
2001,1.1222
2002,1.12191
2003,1.12063
2004,1.12036
2005,1.12011
2006,1.1192
2007,1.1169
2008,1.1162
2009,1.11621
2010,1.11617
2011,1.11616
2012,1.11519
2013,1.1147
2014,1.11471
2015,1.11494
2016,1.1146
2017,1.1147
2018,1.11464
2019,1.11474
2020,1.11483
2021,1.11523
2022,1.1156
2023,1.1154
2024,1.1155
2025,1.1155
2026,1.1147
2027,1.11381
2028,1.11397
2029,1.11439
2030,1.1137
2031,1.11414
2032,1.11689
2033,1.11734
2034,1.11672
2035,1.11695
2036,1.11635
2037,1.1156
2038,1.11538
2039,1.11502
2040,1.11513
2041,1.11479
2042,1.1144
2043,1.11405
2044,1.11428
2045,1.11451
2046,1.11522
2047,1.11539
2048,1.1158
2049,1.11605
2050,1.11631
2051,1.1164
2052,1.1166
2053,1.11673
2054,1.11715
2055,1.11826
2056,1.11779
2057,1.11821
2058,1.1168
2059,1.11622
2060,1.11939
2061,1.1199
2062,1.1218
2063,1.12136
2064,1.122
2065,1.12344
2066,1.12477
2067,1.1246
2068,1.12354
2069,1.1236
2070,1.1233
2071,1.12305
2072,1.12284
2073,1.1233
2074,1.1234
2075,1.1245
2076,1.12452
2077,1.12424
2078,1.12681
2079,1.12696
2080,1.12674
2081,1.12674
2082,1.1279
2083,1.12735
2084,1.12684
2085,1.12746
2086,1.12646
2087,1.12542
2088,1.12493
2089,1.125
2090,1.1258
2091,1.12705
2092,1.1274
2093,1.1274
2094,1.1274
2095,1.12747
2096,1.1277
2097,1.1279
2098,1.1278
2099,1.1276
2100,1.1276
2101,1.1275
2102,1.12843
2103,1.12943
2104,1.12941
2105,1.13143
2106,1.13203
2107,1.13284
2108,1.13303
2109,1.13211
2110,1.131
2111,1.13018
2112,1.13123
2113,1.13144
2114,1.13123
2115,1.1314
2116,1.13082
2117,1.1307
2118,1.1306
2119,1.13
2120,1.1301
2121,1.1304
2122,1.13083
2123,1.13053
2124,1.1302
2125,1.13012
2126,1.12976
2127,1.13026
2128,1.1297
2129,1.12858
2130,1.12829
2131,1.12983
2132,1.13661
2133,1.14114
2134,1.14237
2135,1.14515
2136,1.14455
2137,1.14444
2138,1.14498
2139,1.14364
2140,1.144
2141,1.1441
2142,1.14421
2143,1.1446
2144,1.14542
2145,1.14636
2146,1.1469
2147,1.1472
2148,1.14686
2149,1.14615
2150,1.14686
2151,1.14671
2152,1.14269
2153,1.14433
2154,1.1456
2155,1.14625
2156,1.1464
2157,1.1458
2158,1.14598
2159,1.1456
2160,1.14485
2161,1.14616
2162,1.14655
2163,1.14645
2164,1.1458
2165,1.1456
2166,1.14535
2167,1.1444
2168,1.14336
2169,1.14406
2170,1.14404
2171,1.1436
2172,1.14353
2173,1.14493
2174,1.14345
2175,1.14307
2176,1.14465
2177,1.1459
2178,1.14568
2179,1.14459
2180,1.1451
2181,1.1451
2182,1.14342
2183,1.1427
2184,1.14439
2185,1.14433
2186,1.14416
2187,1.14433
2188,1.14421
2189,1.1443
2190,1.1449
2191,1.1436
2192,1.14322
2193,1.1431
2194,1.14249
2195,1.14235
2196,1.14207
2197,1.14094
2198,1.14087
2199,1.14286
2200,1.14333
2201,1.14272
2202,1.1418
2203,1.1424
2204,1.1422
2205,1.1421
2206,1.14234
2207,1.1423
2208,1.1424
2209,1.1421
2210,1.1421
2211,1.1421
2212,1.1421
2213,1.14234
2214,1.1423
2215,1.1432
2216,1.1433
2217,1.14314
2218,1.1428
2219,1.1426
2220,1.14213
2221,1.14274
2222,1.1428
2223,1.1445
2224,1.14416
2225,1.14413
2226,1.14458
2227,1.14376
2228,1.14415
2229,1.1441
2230,1.1448
2231,1.14413
2232,1.14333
2233,1.14337
2234,1.1427
2235,1.1428
2236,1.14233
2237,1.1423
2238,1.1421
2239,1.14295
2240,1.1431
2241,1.14314
2242,1.1427
2243,1.1428
2244,1.14289
2245,1.14335
2246,1.14098
2247,1.14737
2248,1.14949
2249,1.14886
2250,1.14751
2251,1.14658
2252,1.1455
2253,1.14331
2254,1.1431
2255,1.1428
2256,1.14138
2257,1.14061
2258,1.1407
2259,1.14032
2260,1.13929
2261,1.1389
2262,1.1391
2263,1.1395
2264,1.1398
2265,1.1396
2266,1.13996
2267,1.13993
2268,1.1415
2269,1.14181
2270,1.14003
2271,1.14053
2272,1.14082
2273,1.1408
2274,1.14
2275,1.13644
2276,1.1352
2277,1.1357
2278,1.13488
2279,1.13452
2280,1.1344
2281,1.13382
2282,1.13471
2283,1.13667
2284,1.13688
2285,1.13648
2286,1.1361
2287,1.1357
2288,1.135
2289,1.13523
2290,1.13519
2291,1.13497
2292,1.1348
2293,1.13219
2294,1.13183
2295,1.1317
2296,1.13422
2297,1.13311
2298,1.1331
2299,1.1322
2300,1.1315
2301,1.13137
2302,1.13142
2303,1.13016
2304,1.1305
2305,1.1308
2306,1.1308
2307,1.13075
2308,1.13133
2309,1.13145
2310,1.13225
2311,1.13225
2312,1.1321
2313,1.1321
2314,1.1324
2315,1.13281
2316,1.13492
2317,1.13502
2318,1.1354
2319,1.13529
2320,1.13506
2321,1.13599
2322,1.13591
2323,1.13576
2324,1.13682
2325,1.1363
2326,1.13645
2327,1.13636
2328,1.1364
2329,1.136
2330,1.1363
2331,1.1361
2332,1.136
2333,1.13572
2334,1.1354
2335,1.13484
2336,1.13491
2337,1.1356
2338,1.13635
2339,1.13786
2340,1.13953
2341,1.13899
2342,1.13865
2343,1.13883
2344,1.13868
2345,1.13741
2346,1.13727
2347,1.13734
2348,1.1381
2349,1.1383
2350,1.13824
2351,1.13956
2352,1.13935
2353,1.13824
2354,1.13773
2355,1.1385
2356,1.13826
2357,1.1382
2358,1.1385
2359,1.1385
2360,1.13641
2361,1.13594
2362,1.13734
2363,1.13755
2364,1.1386
2365,1.13644
2366,1.13766
2367,1.13793
2368,1.13793
2369,1.1379
2370,1.13759
2371,1.13794
2372,1.13755
2373,1.13701
2374,1.1365
2375,1.1367
2376,1.13647
2377,1.13623
2378,1.1366
2379,1.1371
2380,1.1366
2381,1.13713
2382,1.13714
2383,1.13703
2384,1.1369
2385,1.13672
2386,1.1372
2387,1.1374
2388,1.13772
2389,1.1377
2390,1.13724
2391,1.13638
2392,1.13683
2393,1.13618
2394,1.13518
2395,1.13541
2396,1.1342
2397,1.13293
2398,1.13324
2399,1.1336
2400,1.1332
2401,1.133
2402,1.13205
2403,1.13149
2404,1.13185
2405,1.13253
2406,1.13233
2407,1.13352
2408,1.13579
2409,1.13581
2410,1.1368
2411,1.13626
2412,1.13645
2413,1.137
2414,1.138
2415,1.13904
2416,1.13684
2417,1.13667
2418,1.13616
2419,1.13502
2420,1.13408
2421,1.13462
2422,1.13449
2423,1.13471
2424,1.13491
2425,1.13429
2426,1.1321
2427,1.13186
2428,1.1319
2429,1.1315
2430,1.13091
2431,1.132
2432,1.1316
2433,1.13097
2434,1.13047
2435,1.13003
2436,1.13093
2437,1.13123
2438,1.13057
2439,1.13278
2440,1.1337
2441,1.13668
2442,1.13589
2443,1.13596
2444,1.13535
2445,1.13482
2446,1.13505
2447,1.13539
2448,1.13433
2449,1.13382
2450,1.13411
2451,1.1341
2452,1.1329
2453,1.13338
2454,1.13313
2455,1.13354
2456,1.1336
2457,1.1339
2458,1.13267
2459,1.1327
2460,1.13304
2461,1.13304
2462,1.13428
2463,1.13475
2464,1.1359
2465,1.13582
2466,1.13531
2467,1.1349
2468,1.13522
2469,1.13517
2470,1.13378
2471,1.13262
2472,1.13184
2473,1.13124
2474,1.13122
2475,1.1311
2476,1.13075
2477,1.1311
2478,1.1309
2479,1.1306
2480,1.12945
2481,1.12941
2482,1.12789
2483,1.12492
2484,1.1247
2485,1.1256
2486,1.12557
2487,1.12619
2488,1.1258
2489,1.12123
2490,1.11807
2491,1.11851
2492,1.11803
2493,1.11713
2494,1.11503
2495,1.11567
2496,1.11788
2497,1.12066
2498,1.12124
2499,1.12209
2500,1.1205
2501,1.1203
2502,1.12002
2503,1.12094
2504,1.12057
2505,1.12144
2506,1.1218
2507,1.12286
2508,1.12255
2509,1.12257
2510,1.12221
2511,1.12152
2512,1.11876
2513,1.11833
2514,1.11871
2515,1.12366
2516,1.12415
2517,1.12498
2518,1.12508
2519,1.12668
2520,1.12618
2521,1.12607
2522,1.12657
2523,1.12709
2524,1.12741
2525,1.1273
2526,1.1271
2527,1.11536
2528,1.11492
2529,1.11567
2530,1.11872
2531,1.11942
2532,1.11858
2533,1.11738
2534,1.11607
2535,1.1153
2536,1.11588
2537,1.11683
2538,1.12002
2539,1.11964
2540,1.11851
2541,1.1232
2542,1.12291
2543,1.12082
2544,1.12166
2545,1.12296
2546,1.12365
2547,1.12463
2548,1.12285
2549,1.12157
2550,1.12238
2551,1.1223
2552,1.12205
2553,1.1222
2554,1.1221
2555,1.1215
2556,1.12106
2557,1.12055
2558,1.12012
2559,1.12
2560,1.12031
2561,1.1208
2562,1.12299
2563,1.12331
2564,1.12298
2565,1.1199
2566,1.11861
2567,1.11806
2568,1.11701
2569,1.11619
2570,1.11517
2571,1.11443
2572,1.11264
2573,1.11261
2574,1.1135
2575,1.1133
2576,1.1138
2577,1.1129
2578,1.11342
2579,1.11336
2580,1.11361
2581,1.1132
2582,1.1129
2583,1.11235
2584,1.1123
2585,1.1118
2586,1.1114
2587,1.1109
2588,1.10989
2589,1.11021
2590,1.11032
2591,1.11192
2592,1.11169
2593,1.11046
2594,1.1098
2595,1.11432
2596,1.11035
2597,1.11312
2598,1.11341
2599,1.11303
2600,1.1129
2601,1.1122
2602,1.11218
2603,1.11154
2604,1.1104
2605,1.1107
2606,1.11067
2607,1.11032
2608,1.11045
2609,1.11064
2610,1.1106
2611,1.11001
2612,1.10952
2613,1.1095
2614,1.10879
2615,1.10972
2616,1.10877
2617,1.10952
2618,1.10871
2619,1.10653
2620,1.1068
2621,1.10668
2622,1.10656
2623,1.10635
2624,1.107
2625,1.1071
2626,1.10676
2627,1.10663
2628,1.10518
2629,1.10492
2630,1.1033
2631,1.1038
2632,1.10393
2633,1.10318
2634,1.1025
2635,1.1024
2636,1.1029
2637,1.10201
2638,1.1014
2639,1.09819
2640,1.09448
2641,1.09282
2642,1.0924
2643,1.0923
2644,1.09263
2645,1.09335
2646,1.0937
2647,1.09361
2648,1.09401
2649,1.09338
2650,1.0926
2651,1.0924
2652,1.09357
2653,1.09264
2654,1.09292
2655,1.09245
2656,1.08845
2657,1.0866
2658,1.08537
2659,1.08858
2660,1.08801
2661,1.08875
2662,1.08895
2663,1.08978
2664,1.08907
2665,1.08707
2666,1.08595
2667,1.08645
2668,1.09248
2669,1.0921
2670,1.09321
2671,1.08964
2672,1.08774
2673,1.08899
2674,1.09003
2675,1.08905
2676,1.08716
2677,1.08716
2678,1.0857
2679,1.08663
2680,1.087
2681,1.08805
2682,1.0885
2683,1.08793
2684,1.0873
2685,1.08704
2686,1.08665
2687,1.08836
2688,1.09216
2689,1.09055
2690,1.09048
2691,1.09037
2692,1.09213
2693,1.09174
2694,1.09244
2695,1.09061
2696,1.08928
2697,1.09564
2698,1.09584
2699,1.09172
2700,1.09133
2701,1.09092
2702,1.09039
2703,1.09047
2704,1.09145
2705,1.092
2706,1.09202
2707,1.09175
2708,1.09192
2709,1.09296
2710,1.09277
2711,1.09257
2712,1.09561
2713,1.09727
2714,1.09926
2715,1.09721
2716,1.09887
2717,1.10165
2718,1.105
2719,1.10483
2720,1.10915
2721,1.10951
2722,1.10949
2723,1.10794
2724,1.10832
2725,1.10788
2726,1.1076
2727,1.10783
2728,1.1074
2729,1.10578
2730,1.1058
2731,1.10593
2732,1.10627
2733,1.10596
2734,1.10675
2735,1.1072
2736,1.10651
2737,1.108
2738,1.10488
2739,1.10534
2740,1.1121
2741,1.11075
2742,1.10702
2743,1.10236
2744,1.10201
2745,1.10086
2746,1.0993
2747,1.09939
2748,1.09911
2749,1.0989
2750,1.09921
2751,1.1015
2752,1.10188
2753,1.10017
2754,1.1003
2755,1.1005
2756,1.10103
2757,1.10038
2758,1.10077
2759,1.10089
2760,1.09922
2761,1.09858
2762,1.09851
2763,1.10431
2764,1.10322
2765,1.10112
2766,1.10018
2767,1.09824
2768,1.09698
2769,1.0937
2770,1.09213
2771,1.09133
2772,1.09137
2773,1.09168
2774,1.09141
2775,1.09277
2776,1.09249
2777,1.09359
2778,1.09386
2779,1.09324
2780,1.09372
2781,1.0918
2782,1.0912
2783,1.09175
2784,1.09182
2785,1.0923
2786,1.09406
2787,1.096
2788,1.09895
2789,1.09842
2790,1.0967
2791,1.0965
2792,1.0962
2793,1.09719
2794,1.09864
2795,1.09939
2796,1.09792
2797,1.0976
2798,1.0966
2799,1.0954
2800,1.09521
2801,1.09488
2802,1.09454
2803,1.0956
2804,1.09558
2805,1.0977
2806,1.09803
2807,1.09851
2808,1.09848
2809,1.09838
2810,1.10198
2811,1.10193
2812,1.10078
2813,1.10055
2814,1.09972
2815,1.1004
2816,1.09999
2817,1.09998
2818,1.09867
2819,1.09758
2820,1.09539
2821,1.0943
2822,1.0953
2823,1.09562
2824,1.09554
2825,1.0965
2826,1.09739
2827,1.09721
2828,1.09699
2829,1.09772
2830,1.09727
2831,1.09697
2832,1.0978
2833,1.09821
2834,1.09798
2835,1.1005
2836,1.10012
2837,1.10148
2838,1.10248
2839,1.10136
2840,1.10054
2841,1.10399
2842,1.10225
2843,1.10136
2844,1.10018
2845,1.10102
2846,1.1045
2847,1.10467
2848,1.1037
2849,1.10324
2850,1.10248
2851,1.10524
2852,1.1052
2853,1.10427
2854,1.10423
2855,1.10387
2856,1.10347
2857,1.10386
2858,1.10459
2859,1.10673
2860,1.10555
2861,1.10544
2862,1.10584
2863,1.10654
2864,1.10706
2865,1.10917
2866,1.11111
2867,1.11332
2868,1.11376
2869,1.11274
2870,1.11003
2871,1.10998
2872,1.1096
2873,1.1096
2874,1.11001
2875,1.11186
2876,1.1104
2877,1.10903
2878,1.10897
2879,1.10874
2880,1.10854
2881,1.10942
2882,1.10893
2883,1.10805
2884,1.1072
2885,1.10602
2886,1.10416
2887,1.10362
2888,1.1026
2889,1.10437
2890,1.10535
2891,1.10721
2892,1.1064
2893,1.1059
2894,1.1057
2895,1.1054
2896,1.1078
2897,1.1069
2898,1.10602
2899,1.10602
2900,1.1057
2901,1.10475
2902,1.1048
2903,1.10535
2904,1.10507
2905,1.1052
2906,1.10464
2907,1.10439
2908,1.1047
2909,1.10559
2910,1.10626
2911,1.10702
2912,1.10585
2913,1.10455
2914,1.10437
2915,1.10445
2916,1.10458
2917,1.10508
2918,1.10524
2919,1.10437
2920,1.1031
2921,1.10197
2922,1.10172
2923,1.102
2924,1.10256
2925,1.10219
2926,1.10175
2927,1.09971
2928,1.10024
2929,1.1005
2930,1.10027
2931,1.09911
2932,1.0986
2933,1.09832
2934,1.10116
2935,1.10144
2936,1.10065
2937,1.10054
2938,1.10344
2939,1.10431
2940,1.10457
2941,1.10343
2942,1.10236
2943,1.10294
2944,1.1026
2945,1.1032
2946,1.1033
2947,1.1031
2948,1.10436
2949,1.10346
2950,1.10318
2951,1.10323
2952,1.10343
2953,1.10348
2954,1.1029
2955,1.104
2956,1.104
2957,1.10359
2958,1.10235
2959,1.10175
2960,1.1007
2961,1.10067
2962,1.09944
2963,1.0991
2964,1.0988
2965,1.10053
2966,1.10071
2967,1.1007
2968,1.10109
2969,1.1012
2970,1.10105
2971,1.10121
2972,1.1011
2973,1.1007
2974,1.10138
2975,1.10033
2976,1.099
2977,1.0992
2978,1.0988
2979,1.09861
2980,1.09891
2981,1.09872
2982,1.10008
2983,1.09964
2984,1.09931
2985,1.1001
2986,1.09956
2987,1.0984
2988,1.09982
2989,1.10135
2990,1.10085
2991,1.09985
2992,1.10008
2993,1.10056
2994,1.10002
2995,1.10006
2996,1.10066
2997,1.101
2998,1.1011
2999,1.10354
3000,1.10357
3001,1.10344
3002,1.1038
3003,1.10339
3004,1.10291
3005,1.10305
3006,1.10266
3007,1.10204
3008,1.10146
3009,1.10223
3010,1.10185
3011,1.10186
3012,1.10245
3013,1.10217
3014,1.09916
3015,1.09933
3016,1.09966
3017,1.09904
3018,1.09861
3019,1.0996
3020,1.0983
3021,1.09865
3022,1.09853
3023,1.09862
3024,1.09863
3025,1.09853
3026,1.09843
3027,1.09843
3028,1.0975
3029,1.09622
3030,1.09589
3031,1.09565
3032,1.09541
3033,1.09656
3034,1.0961
3035,1.09992
3036,1.09916
3037,1.09904
3038,1.09933
3039,1.09703
3040,1.09724
3041,1.09787
3042,1.09764
3043,1.09994
3044,1.09991
3045,1.09905
3046,1.09903
3047,1.0989
3048,1.0989
3049,1.09941
3050,1.0998
3051,1.09973
3052,1.0995
3053,1.0995
3054,1.0994
3055,1.09974
3056,1.09884
3057,1.10092
3058,1.10182
3059,1.10055
3060,1.10458
3061,1.10576
3062,1.11022
3063,1.11289
3064,1.1137
3065,1.11323
3066,1.11172
3067,1.11068
3068,1.10829
3069,1.10907
3070,1.10942
3071,1.10882
3072,1.10892
3073,1.10992
3074,1.1095
3075,1.1098
3076,1.11102
3077,1.11162
3078,1.11206
3079,1.11213
3080,1.11133
3081,1.1121
3082,1.1135
3083,1.11564
3084,1.11617
3085,1.11465
3086,1.11477
3087,1.11401
3088,1.11658
3089,1.1171
3090,1.11687
3091,1.11656
3092,1.11574
3093,1.11624
3094,1.11626
3095,1.11601
3096,1.1162
3097,1.11648
3098,1.1162
3099,1.11746
3100,1.11846
3101,1.11763
